id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
23995346	Blue-Eyes Ultimate Dragon	"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"""																
23995347	Blue-Eyes Ultimate Dragon	"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"""																
23998625	Number 53: Heart-eartH	"3 Level 5 monsters
Once per turn, when this card is targeted for an attack: It gains ATK equal to that attacking monster's original ATK, until the End Phase. If this face-up card on the field would be destroyed, you can detach 1 Xyz Material from this card instead. When this card on the field is destroyed by a card effect while it has no Xyz Materials: You can Special Summon 1 ""Number 92: Heart-eartH Dragon"" from your Extra Deck and attach this card from the Graveyard to it as an Xyz Material. (This Special Summon is treated as an Xyz Summon.)"	Gain attack	Special Summon	"Activate effect of ""Number 53: Fake-Body God, Heart-eartH"" to avoid destruction?"													
24019092	Igknight Paladin	"Pendulum Scale = 2
[ Pendulum Effect ] 
If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand.
----------------------------------------
[ Flavor Text ]
The Igknight tactician, renown for being calm, collected, and intellectual. In reality it just takes a while for the blood to rush to his head, so he's apparently always about to snap inside."																
24019261	Emergency Assistance	Activate during your Main Phase 2, to Special Summon 1 Level 4 monster from your Graveyard that was destroyed by a card effect and sent to the Graveyard this turn.																
24025620	Twin-Shield Defender	When this card you control is destroyed by battle and sent to your Graveyard, you can halve the current ATK of 1 face-up monster your opponent controls, until the End Phase.	Halves ATK															
24040093	Fabled Grimro	"If you control a face-up ""Fabled"" monster, you can send this card from your hand to the Graveyard to add 1 ""Fabled"" monster from your Deck to your hand, except ""Fabled Grimro""."	Search															
24062258	Secret Sect Druid Dru	"When this card is Normal Summoned: You can target 1 Level 4 DARK monster in your Graveyard with 0 ATK and/or DEF, except ""Secret Sect Druid Dru""; Special Summon that target in face-up Defense Position. Its effects are negated. You can only use the effect of ""Secret Sect Druid Dru"" once per turn."	Special Summon															
24068492	Just Desserts	Inflict 500 points of damage to your opponent's Life Points for each monster on your opponent's side of the field.																
24082387	Crop Circles	"Send any number of monsters from your side of the field to the Graveyard to activate this card. Select from your Deck 1 ""Alien"" monster whose Level is equal to the total Levels of the sent monsters, and Special Summon it. If you fail to find a monster to Special Summon, you take 2000 damage."																
24094653	Polymerization	Send Fusion Material Monsters that are listed on a Fusion Monster Card from your hand or your side of the field to the Graveyard, and Special Summon that Fusion Monster from your Extra Deck.																
24094654	Polymerization	Send Fusion Material Monsters that are listed on a Fusion Monster Card from your hand or your side of the field to the Graveyard, and Special Summon that Fusion Monster from your Extra Deck.																
24096228	Double Spell	Discard 1 Spell Card from your hand. Select 1 Spell Card from your opponent's Graveyard and use it from the Graveyard as your Spell Card.																
24096499	Valerifawn, Mystical Beast of the Forest	"You can discard 1 card, then target 1 Level 2 or lower Beast-Type monster in your Graveyard, except ""Valerifawn, Mystical Beast of the Forest""; Special Summon it in Attack Position or face-down Defense Position. You can only use this effect of ""Valerifawn, Mystical Beast of the Forest"" once per turn."	Special Summon															
24101897	Ghostrick Nekomusume	"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. When a Level 4 or higher monster(s) is Normal or Special Summoned: Change that monster(s) to face-down Defense Position. There must be another ""Ghostrick"" monster on the field to activate and to resolve this effect."	Change to face-down Defense Position	Change monster to face-down Defense Position														
24103628	Phantom Magician	"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""HERO"" monster with 1000 or less ATK from your Deck in face-up Defense Position."	Special Summon															
24104865	Alien Mother	If this card destroys a monster with an A-Counter by battle and sends it to the Graveyard, Special Summon the destroyed monster to your side of the field at the end of the Battle Phase. When this card is removed from the field, all monsters that were Special Summoned by this card's effect are destroyed.	Special Summon															
24128274	Deepsea Warrior	"As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards."																
24131534	Igknight Squire	"Pendulum Scale = 7
[ Pendulum Effect ]
If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand.
----------------------------------------
[ Flavor Text ]
A blazing warrior who wields a gunblade. His ironclad exterior conceals a heart that burns with fiery passion."																
24137081	Drill Barnacle	This card can attack your opponent directly. Each time this card inflicts Battle Damage to your opponent by a direct attack: This card gains 1000 ATK.																
24140059	A Cat of Ill Omen	"FLIP: Select 1 Trap Card from your Deck and place it on top of your Deck. If ""Necrovalley"" is on the field, you can add the selected card to your hand instead."	Add to hand?	Select Trap card														
24150026	"Karakuri Muso mdl 818 ""Haipa"""	This card must attack if able. When this face-up Attack Position card is selected as an attack target, change it to Defense Position. If this card attacks, change it to Defense Position at the end of the Battle Phase.	Change to defense position															
24184846	Battlin' Boxer Rib Gardna	"During either player's turn: You can banish this card from your hand or Graveyard, then target 1 ""Battlin' Boxer"" monster you control; banish it until your next Standby Phase."	Banish															
24194033	Dorover	This ugly monster emits a highly poisonous gas.																
24218047	Unmasked Dragon	When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Wyrm-Type monster with 1500 or less DEF from your Deck.																
24221739	Protector of the Sanctuary	Your opponent cannot draw cards except during Draw Phases.																
24221808	Overmind Archfiend	"1 Psychic-Type Tuner + 2 or more non-Tuner Psychic-Type monsters
Once per turn: You can target 1 Psychic-Type monster in your Graveyard; banish it. When this card is sent from the field to the Graveyard: Special Summon as many monsters as possible that were banished by this effect."	Banish	Special Summon														
24268052	Defense Draw	Activate only during damage calculation during your opponent's turn. The Battle Damage you would receive becomes 0. Draw 1 card.																
24285858	Gladiator's Return	"Target 3 ""Gladiator Beast"" cards in your Graveyard; shuffle all 3 targets into the Deck, then draw 1 card."																
24291651	Ganbara Knight	When this face-up Attack Position card is targeted for an attack: You can change it to Defense Position.	Change to defense position															
24294108	Burning Land	Destroy all Field Spell Cards on the field. Inflict 500 points of damage to each player's Life Points during his/her Standby Phases.	Inflict damage															
